age,state,area_type,family_income,father_education,mother_education,siblings_count,distance_to_school_km,toilet_facility,internet_access,scholarship,early_marriage_risk,attendance_percentage,academic_performance,dropout
13,Maharashtra,Urban,Below 1 Lakh,Secondary,Secondary,0,1.0,Yes,Yes,Yes,Yes,83,28,0
11,West Bengal,Rural,3-5 Lakh,Illiterate,Illiterate,0,3.2,Yes,Yes,No,No,80,90,0
16,Rajasthan,Urban,3-5 Lakh,Primary,Primary,4,1.6,Yes,No,Yes,No,78,72,0
11,West Bengal,Rural,1-3 Lakh,Primary,Primary,3,2.2,Yes,No,Yes,No,74,79,0
16,Karnataka,Urban,1-3 Lakh,Primary,Secondary,5,2.0,No,No,No,Yes,65,66,1
13,Tamil Nadu,Rural,1-3 Lakh,Graduate,Secondary,5,0.7,No,Yes,Yes,No,66,60,0
14,Karnataka,Rural,Below 1 Lakh,Graduate,Secondary,4,5.7,Yes,Yes,No,No,71,79,0
11,Karnataka,Rural,1-3 Lakh,Primary,Graduate,1,1.7,Yes,No,No,No,82,38,0
13,Bihar,Rural,Below 1 Lakh,Illiterate,Primary,2,0.9,No,No,Yes,No,69,55,0
16,Rajasthan,Rural,Below 1 Lakh,Illiterate,Illiterate,5,0.3,Yes,No,Yes,No,68,54,1
17,West Bengal,Rural,1-3 Lakh,Primary,Illiterate,4,3.1,Yes,Yes,No,Yes,92,52,1
11,Gujarat,Urban,Above 5 Lakh,Primary,Illiterate,5,2.4,No,Yes,Yes,No,81,20,1
15,West Bengal,Rural,Above 5 Lakh,Primary,Primary,0,3.7,Yes,No,No,No,90,49,0
14,Karnataka,Rural,3-5 Lakh,Secondary,Secondary,5,0.8,No,Yes,No,No,69,72,0
17,West Bengal,Rural,Below 1 Lakh,Graduate,Illiterate,2,5.7,Yes,No,No,No,70,84,0
17,West Bengal,Rural,Below 1 Lakh,Secondary,Primary,3,1.9,Yes,No,No,No,63,58,0
14,Karnataka,Rural,1-3 Lakh,Secondary,Primary,6,0.5,Yes,Yes,No,No,65,73,0
15,Uttar Pradesh,Rural,1-3 Lakh,Illiterate,Primary,5,3.9,Yes,Yes,No,No,73,71,0
14,Karnataka,Urban,Above 5 Lakh,Graduate,Illiterate,5,6.7,Yes,No,No,Yes,75,50,1
11,Rajasthan,Urban,1-3 Lakh,Secondary,Secondary,6,3.2,No,No,No,No,54,55,1
16,Karnataka,Urban,Below 1 Lakh,Illiterate,Primary,3,0.4,No,Yes,No,No,86,58,0
14,Uttar Pradesh,Rural,Above 5 Lakh,Graduate,Illiterate,6,0.4,Yes,No,Yes,No,68,60,0
14,Rajasthan,Rural,Below 1 Lakh,Secondary,Illiterate,1,3.5,No,No,No,Yes,77,34,1
12,Madhya Pradesh,Rural,1-3 Lakh,Primary,Graduate,2,0.6,Yes,Yes,Yes,No,71,74,0
12,Maharashtra,Rural,Below 1 Lakh,Illiterate,Primary,1,6.7,No,No,No,No,73,44,1
12,Karnataka,Rural,Below 1 Lakh,Graduate,Illiterate,1,3.5,No,No,Yes,No,75,100,1
17,Bihar,Rural,1-3 Lakh,Secondary,Secondary,1,2.8,No,Yes,No,No,53,56,1
16,Rajasthan,Rural,Below 1 Lakh,Primary,Illiterate,6,9.2,Yes,Yes,No,No,68,46,1
15,West Bengal,Rural,3-5 Lakh,Illiterate,Secondary,6,1.9,Yes,No,No,No,95,73,0
16,Gujarat,Rural,1-3 Lakh,Secondary,Illiterate,6,2.3,No,Yes,Yes,No,71,68,0
13,Rajasthan,Rural,Above 5 Lakh,Secondary,Illiterate,5,3.7,No,No,No,No,46,70,1
11,Karnataka,Urban,Above 5 Lakh,Illiterate,Illiterate,6,1.7,Yes,No,No,No,56,50,0
15,Maharashtra,Rural,1-3 Lakh,Secondary,Primary,0,3.6,Yes,Yes,No,No,64,56,0
13,Tamil Nadu,Rural,Below 1 Lakh,Primary,Illiterate,4,0.6,No,No,Yes,No,97,68,0
13,Tamil Nadu,Urban,3-5 Lakh,Secondary,Primary,0,1.3,Yes,No,No,No,71,69,0
13,Tamil Nadu,Rural,3-5 Lakh,Secondary,Primary,3,0.3,No,No,Yes,Yes,42,96,1
16,Karnataka,Urban,Below 1 Lakh,Illiterate,Illiterate,0,0.1,No,Yes,Yes,Yes,47,100,1
17,Madhya Pradesh,Rural,1-3 Lakh,Secondary,Primary,0,1.0,No,No,No,No,81,64,1
13,Tamil Nadu,Rural,Above 5 Lakh,Secondary,Primary,3,0.5,Yes,No,No,Yes,72,75,1
12,Uttar Pradesh,Rural,Below 1 Lakh,Primary,Primary,2,1.4,No,No,Yes,No,55,59,1
17,Madhya Pradesh,Rural,3-5 Lakh,Secondary,Illiterate,4,0.8,Yes,No,No,No,83,42,1
12,Madhya Pradesh,Rural,3-5 Lakh,Illiterate,Primary,4,6.3,Yes,No,No,No,80,58,0
17,Madhya Pradesh,Rural,Below 1 Lakh,Secondary,Illiterate,3,1.0,Yes,Yes,No,No,63,49,1
11,Odisha,Rural,Below 1 Lakh,Illiterate,Illiterate,3,9.0,No,Yes,No,No,68,71,1
13,Uttar Pradesh,Rural,3-5 Lakh,Primary,Graduate,6,0.3,Yes,Yes,No,No,80,60,0
13,Madhya Pradesh,Rural,Below 1 Lakh,Primary,Illiterate,2,0.1,Yes,No,No,No,73,71,0
11,Uttar Pradesh,Urban,1-3 Lakh,Secondary,Secondary,1,2.1,Yes,Yes,Yes,No,67,40,1
11,Gujarat,Rural,3-5 Lakh,Primary,Illiterate,0,7.0,Yes,Yes,Yes,No,67,45,1
11,Rajasthan,Rural,Below 1 Lakh,Illiterate,Illiterate,5,2.2,Yes,Yes,No,No,69,58,0
15,Odisha,Urban,1-3 Lakh,Primary,Illiterate,5,2.2,Yes,No,No,No,88,53,0
14,Karnataka,Rural,3-5 Lakh,Secondary,Illiterate,0,1.1,Yes,Yes,Yes,Yes,81,20,0
14,Bihar,Urban,Below 1 Lakh,Secondary,Graduate,6,4.3,No,Yes,Yes,No,100,47,1
16,Maharashtra,Urban,3-5 Lakh,Secondary,Illiterate,6,0.0,No,No,Yes,No,84,93,0
12,Maharashtra,Rural,Above 5 Lakh,Primary,Secondary,4,0.6,No,No,No,Yes,68,82,1
16,Tamil Nadu,Rural,3-5 Lakh,Secondary,Illiterate,1,4.1,Yes,No,Yes,No,62,64,0
13,Odisha,Rural,Above 5 Lakh,Secondary,Secondary,2,4.8,Yes,Yes,Yes,Yes,47,46,1
13,Tamil Nadu,Rural,1-3 Lakh,Secondary,Illiterate,5,2.9,No,Yes,No,No,36,39,1
16,Tamil Nadu,Rural,1-3 Lakh,Primary,Illiterate,4,0.7,Yes,No,No,No,72,84,1
15,Uttar Pradesh,Rural,Below 1 Lakh,Illiterate,Secondary,3,2.7,Yes,Yes,Yes,Yes,69,69,1
16,Odisha,Rural,3-5 Lakh,Illiterate,Illiterate,3,1.2,No,No,No,No,68,51,1
17,Tamil Nadu,Urban,3-5 Lakh,Primary,Illiterate,0,0.6,No,Yes,Yes,No,71,46,0
11,Bihar,Rural,Below 1 Lakh,Graduate,Illiterate,4,10.7,No,No,No,Yes,53,58,1
15,West Bengal,Rural,Below 1 Lakh,Primary,Illiterate,6,5.6,Yes,No,No,No,77,87,0
13,Maharashtra,Rural,Above 5 Lakh,Secondary,Secondary,1,2.8,Yes,No,No,No,48,36,0
15,Maharashtra,Urban,Above 5 Lakh,Secondary,Illiterate,4,1.4,No,No,No,No,70,57,0
13,Rajasthan,Urban,3-5 Lakh,Secondary,Illiterate,2,0.3,Yes,Yes,Yes,No,68,69,0
16,Maharashtra,Urban,Above 5 Lakh,Secondary,Illiterate,3,0.0,Yes,No,No,No,70,66,0
15,Karnataka,Urban,Below 1 Lakh,Illiterate,Primary,6,2.5,No,Yes,No,Yes,87,62,1
13,Odisha,Rural,1-3 Lakh,Primary,Graduate,5,0.9,No,Yes,No,No,89,57,0
14,Odisha,Rural,Above 5 Lakh,Primary,Primary,0,1.5,No,No,No,No,58,87,0
14,Karnataka,Urban,1-3 Lakh,Secondary,Primary,0,1.2,Yes,Yes,No,No,47,45,0
15,Gujarat,Rural,1-3 Lakh,Illiterate,Primary,6,3.5,Yes,No,Yes,No,35,66,1
14,Madhya Pradesh,Rural,Below 1 Lakh,Primary,Illiterate,5,2.6,No,No,No,Yes,98,67,1
16,Gujarat,Rural,Below 1 Lakh,Primary,Primary,2,2.5,Yes,Yes,Yes,No,71,73,0
12,Rajasthan,Rural,1-3 Lakh,Primary,Secondary,0,6.2,No,No,No,No,81,49,0
16,Rajasthan,Urban,3-5 Lakh,Primary,Graduate,4,0.0,Yes,No,Yes,No,74,56,0
11,Rajasthan,Urban,1-3 Lakh,Graduate,Secondary,0,0.1,Yes,Yes,No,No,60,38,1
15,Rajasthan,Urban,3-5 Lakh,Primary,Primary,6,3.4,No,No,No,No,52,75,1
12,Gujarat,Rural,1-3 Lakh,Secondary,Illiterate,1,3.5,Yes,Yes,Yes,No,51,47,1
16,Tamil Nadu,Urban,Below 1 Lakh,Graduate,Illiterate,5,4.0,No,Yes,No,No,72,54,1
11,Tamil Nadu,Rural,1-3 Lakh,Primary,Illiterate,3,4.9,Yes,No,Yes,No,87,36,0
13,Uttar Pradesh,Urban,1-3 Lakh,Primary,Illiterate,1,3.1,Yes,No,Yes,Yes,66,40,1
16,Bihar,Rural,Below 1 Lakh,Secondary,Primary,3,3.0,Yes,No,Yes,No,88,98,0
11,Karnataka,Rural,Below 1 Lakh,Illiterate,Primary,0,1.8,Yes,Yes,No,No,70,69,0
16,Gujarat,Rural,Below 1 Lakh,Secondary,Secondary,0,2.3,No,Yes,Yes,No,86,74,0
16,Rajasthan,Rural,3-5 Lakh,Secondary,Primary,3,1.8,Yes,Yes,No,No,57,49,0
17,Madhya Pradesh,Rural,Above 5 Lakh,Secondary,Graduate,2,1.2,No,No,No,No,55,63,0
14,Gujarat,Urban,Above 5 Lakh,Graduate,Illiterate,5,1.7,No,Yes,No,No,97,42,1
17,Karnataka,Rural,3-5 Lakh,Primary,Primary,3,1.3,Yes,No,Yes,No,84,36,0
17,Bihar,Rural,3-5 Lakh,Primary,Primary,0,2.3,Yes,Yes,No,No,45,62,0
12,Tamil Nadu,Urban,1-3 Lakh,Primary,Illiterate,5,2.2,Yes,Yes,No,No,71,79,0
15,Gujarat,Rural,Below 1 Lakh,Secondary,Illiterate,3,0.1,No,No,No,No,71,70,0
14,Bihar,Urban,Above 5 Lakh,Secondary,Illiterate,6,7.8,No,No,No,No,61,85,0
14,Uttar Pradesh,Rural,Below 1 Lakh,Primary,Illiterate,4,2.3,No,Yes,Yes,No,60,42,1
17,Maharashtra,Rural,Above 5 Lakh,Secondary,Secondary,5,0.3,Yes,Yes,No,No,59,59,0
15,Rajasthan,Urban,1-3 Lakh,Illiterate,Primary,5,5.0,No,No,No,No,79,55,1
13,Karnataka,Rural,1-3 Lakh,Illiterate,Secondary,6,0.8,Yes,No,No,No,93,98,0
13,West Bengal,Urban,1-3 Lakh,Secondary,Graduate,5,2.1,Yes,No,Yes,No,74,57,0
15,Bihar,Urban,Above 5 Lakh,Illiterate,Illiterate,3,2.5,Yes,No,No,No,62,73,0
11,Maharashtra,Rural,Below 1 Lakh,Graduate,Graduate,4,2.3,Yes,No,Yes,No,69,49,1
12,Rajasthan,Rural,Below 1 Lakh,Primary,Graduate,0,0.3,No,Yes,No,No,86,70,0
14,Karnataka,Urban,3-5 Lakh,Illiterate,Illiterate,6,2.1,No,Yes,Yes,No,100,59,0
16,Rajasthan,Rural,1-3 Lakh,Secondary,Primary,4,1.0,No,Yes,No,No,88,46,1
17,Maharashtra,Rural,Above 5 Lakh,Secondary,Secondary,5,1.2,Yes,Yes,No,No,83,60,0
12,Tamil Nadu,Rural,1-3 Lakh,Primary,Illiterate,2,1.3,Yes,No,No,No,72,20,0
12,Gujarat,Rural,Below 1 Lakh,Primary,Primary,3,0.8,Yes,Yes,No,No,84,88,0
14,Gujarat,Urban,1-3 Lakh,Primary,Illiterate,6,0.8,No,No,No,No,73,58,0
12,Uttar Pradesh,Rural,Above 5 Lakh,Primary,Primary,3,4.7,No,No,Yes,No,78,66,1
15,Maharashtra,Rural,Below 1 Lakh,Graduate,Illiterate,3,5.8,Yes,Yes,Yes,No,77,37,0
11,Odisha,Urban,1-3 Lakh,Illiterate,Illiterate,5,1.3,Yes,No,Yes,No,89,76,0
16,Maharashtra,Urban,Below 1 Lakh,Graduate,Secondary,0,0.6,Yes,No,No,No,99,51,0
15,Tamil Nadu,Rural,Below 1 Lakh,Graduate,Graduate,2,2.8,Yes,Yes,Yes,No,83,54,0
13,Gujarat,Urban,3-5 Lakh,Illiterate,Secondary,5,1.1,No,No,Yes,Yes,79,48,1
15,Odisha,Urban,Below 1 Lakh,Secondary,Illiterate,6,1.1,No,No,Yes,No,84,100,0
14,Karnataka,Rural,1-3 Lakh,Primary,Primary,2,0.8,Yes,Yes,No,No,100,72,0
14,Tamil Nadu,Rural,3-5 Lakh,Primary,Illiterate,0,0.9,Yes,Yes,No,No,49,72,0
13,Tamil Nadu,Urban,Above 5 Lakh,Primary,Illiterate,2,0.6,Yes,No,No,No,54,73,0
11,West Bengal,Rural,Above 5 Lakh,Graduate,Illiterate,5,2.9,No,No,Yes,No,55,42,1
15,Rajasthan,Urban,Below 1 Lakh,Primary,Secondary,4,0.2,Yes,No,Yes,No,73,59,0
12,Uttar Pradesh,Rural,Above 5 Lakh,Graduate,Secondary,5,2.5,No,No,Yes,No,82,56,0
12,Maharashtra,Rural,1-3 Lakh,Graduate,Illiterate,3,6.9,Yes,Yes,No,No,64,54,0
14,West Bengal,Urban,3-5 Lakh,Primary,Primary,4,12.3,Yes,Yes,Yes,No,56,91,0
14,West Bengal,Urban,1-3 Lakh,Primary,Secondary,3,0.2,Yes,No,No,No,59,60,0
15,West Bengal,Urban,Above 5 Lakh,Secondary,Illiterate,2,2.6,No,No,No,No,83,41,0
15,Tamil Nadu,Urban,Below 1 Lakh,Illiterate,Illiterate,6,3.2,No,No,Yes,No,68,70,1
15,West Bengal,Rural,Below 1 Lakh,Graduate,Primary,5,1.2,Yes,No,No,Yes,77,38,1
16,Maharashtra,Urban,Below 1 Lakh,Primary,Secondary,2,2.4,No,No,Yes,Yes,64,56,1
13,Odisha,Urban,3-5 Lakh,Secondary,Graduate,3,1.7,No,No,No,No,75,64,0
15,Madhya Pradesh,Urban,1-3 Lakh,Illiterate,Illiterate,3,1.2,No,Yes,Yes,No,70,72,0
16,West Bengal,Urban,3-5 Lakh,Graduate,Illiterate,2,4.2,Yes,No,No,No,98,52,0
16,Bihar,Rural,Below 1 Lakh,Illiterate,Secondary,6,0.6,Yes,No,Yes,No,54,69,0
13,Rajasthan,Rural,1-3 Lakh,Graduate,Primary,0,1.9,Yes,No,Yes,No,100,69,0
14,Madhya Pradesh,Urban,3-5 Lakh,Secondary,Secondary,0,0.6,No,Yes,Yes,No,57,100,1
12,Odisha,Rural,Below 1 Lakh,Illiterate,Illiterate,2,7.9,Yes,No,No,No,47,77,0
13,Madhya Pradesh,Urban,3-5 Lakh,Secondary,Illiterate,4,2.0,No,Yes,No,No,42,92,1
14,Maharashtra,Rural,Above 5 Lakh,Primary,Secondary,1,1.0,No,No,No,No,81,51,0
16,Rajasthan,Rural,1-3 Lakh,Primary,Primary,4,0.0,No,Yes,Yes,No,63,56,0
15,Uttar Pradesh,Urban,1-3 Lakh,Illiterate,Secondary,6,2.3,Yes,Yes,No,Yes,82,39,1
15,Tamil Nadu,Rural,3-5 Lakh,Primary,Illiterate,2,0.4,No,No,Yes,Yes,73,74,1
16,Bihar,Urban,Above 5 Lakh,Secondary,Illiterate,4,2.6,Yes,Yes,No,No,92,59,0
15,Madhya Pradesh,Rural,Below 1 Lakh,Primary,Illiterate,0,1.8,Yes,Yes,Yes,No,86,40,1
17,Madhya Pradesh,Urban,Below 1 Lakh,Primary,Primary,2,4.3,No,Yes,Yes,No,90,50,0
13,Gujarat,Rural,Below 1 Lakh,Graduate,Graduate,2,0.5,No,No,No,No,71,72,0
15,Odisha,Rural,Below 1 Lakh,Secondary,Secondary,1,0.7,No,Yes,No,No,100,36,1
15,Maharashtra,Rural,Below 1 Lakh,Secondary,Primary,5,1.0,Yes,Yes,No,No,79,96,0
12,Bihar,Rural,1-3 Lakh,Illiterate,Illiterate,2,0.5,Yes,Yes,Yes,No,58,60,0
14,Uttar Pradesh,Rural,Below 1 Lakh,Illiterate,Illiterate,5,1.9,Yes,No,No,No,75,61,0
17,Odisha,Rural,Below 1 Lakh,Primary,Illiterate,0,1.5,Yes,No,Yes,No,85,65,0
14,Maharashtra,Urban,Below 1 Lakh,Secondary,Primary,0,0.4,No,No,No,No,97,46,1
12,Gujarat,Rural,Below 1 Lakh,Primary,Illiterate,1,0.2,Yes,Yes,Yes,No,73,51,0
13,Odisha,Rural,Below 1 Lakh,Illiterate,Graduate,6,4.6,No,No,Yes,No,81,24,0
13,West Bengal,Rural,Above 5 Lakh,Primary,Secondary,0,2.4,No,Yes,No,No,93,70,0
12,West Bengal,Rural,1-3 Lakh,Secondary,Illiterate,3,3.8,Yes,Yes,Yes,No,77,54,0
11,Karnataka,Urban,Above 5 Lakh,Secondary,Graduate,2,12.2,No,Yes,No,No,67,53,0
15,Uttar Pradesh,Rural,3-5 Lakh,Graduate,Secondary,2,0.6,No,Yes,No,Yes,86,49,0
16,Madhya Pradesh,Rural,1-3 Lakh,Secondary,Illiterate,4,0.3,Yes,Yes,No,No,63,75,1
15,Karnataka,Urban,1-3 Lakh,Illiterate,Illiterate,5,2.5,Yes,Yes,No,No,75,37,0
16,Madhya Pradesh,Urban,1-3 Lakh,Illiterate,Primary,2,2.9,Yes,No,No,No,73,55,0
11,Gujarat,Urban,3-5 Lakh,Illiterate,Primary,2,5.9,No,No,Yes,No,84,54,0
16,Karnataka,Rural,3-5 Lakh,Secondary,Secondary,1,3.0,Yes,Yes,Yes,No,60,54,0
12,Bihar,Rural,Above 5 Lakh,Illiterate,Primary,5,2.5,Yes,Yes,Yes,No,93,49,0
17,Rajasthan,Rural,Below 1 Lakh,Graduate,Secondary,3,3.3,Yes,Yes,No,No,96,85,0
13,Karnataka,Rural,Below 1 Lakh,Illiterate,Graduate,2,0.7,No,Yes,Yes,No,84,59,0
12,Karnataka,Urban,3-5 Lakh,Illiterate,Secondary,2,0.2,Yes,No,Yes,No,63,21,1
14,Karnataka,Rural,1-3 Lakh,Illiterate,Primary,4,3.7,Yes,Yes,Yes,No,93,53,0
14,Gujarat,Rural,3-5 Lakh,Illiterate,Illiterate,5,0.0,No,No,No,No,89,56,0
11,Maharashtra,Urban,Below 1 Lakh,Graduate,Illiterate,4,1.8,No,Yes,Yes,No,70,67,1
13,Maharashtra,Urban,1-3 Lakh,Graduate,Illiterate,0,0.0,Yes,No,Yes,No,81,53,0
14,Gujarat,Urban,Below 1 Lakh,Graduate,Secondary,4,12.5,Yes,No,No,No,100,67,0
16,Karnataka,Rural,3-5 Lakh,Secondary,Illiterate,4,2.4,No,Yes,No,No,57,63,1
11,Gujarat,Rural,Below 1 Lakh,Illiterate,Primary,2,2.9,Yes,Yes,Yes,No,52,69,0
13,West Bengal,Urban,3-5 Lakh,Secondary,Graduate,3,15.0,No,No,No,No,67,94,0
15,Rajasthan,Rural,3-5 Lakh,Primary,Illiterate,2,0.8,No,No,No,Yes,95,76,1
17,Madhya Pradesh,Rural,1-3 Lakh,Illiterate,Illiterate,6,0.2,Yes,No,No,No,67,58,0
11,Uttar Pradesh,Rural,1-3 Lakh,Primary,Primary,1,3.0,Yes,No,No,No,85,70,0
14,Maharashtra,Urban,1-3 Lakh,Graduate,Primary,5,5.7,Yes,No,Yes,No,45,51,0
14,Rajasthan,Urban,Below 1 Lakh,Graduate,Graduate,6,0.6,No,Yes,No,Yes,83,71,1
11,Uttar Pradesh,Urban,1-3 Lakh,Secondary,Illiterate,6,4.7,No,Yes,No,Yes,99,78,1
12,Uttar Pradesh,Rural,Below 1 Lakh,Primary,Primary,2,4.5,Yes,No,No,Yes,69,52,1
17,Gujarat,Urban,1-3 Lakh,Primary,Primary,6,0.3,Yes,Yes,Yes,No,71,66,0
15,Odisha,Rural,1-3 Lakh,Secondary,Illiterate,6,3.0,Yes,Yes,No,No,57,39,1
13,Karnataka,Urban,1-3 Lakh,Primary,Primary,4,2.0,Yes,No,Yes,No,41,42,0
12,Karnataka,Rural,Below 1 Lakh,Secondary,Primary,3,0.6,Yes,No,No,No,76,39,1
16,Karnataka,Urban,Above 5 Lakh,Secondary,Illiterate,0,1.3,Yes,No,Yes,No,97,56,0
17,Rajasthan,Rural,3-5 Lakh,Secondary,Graduate,2,0.6,Yes,Yes,No,No,64,67,0
14,Uttar Pradesh,Rural,1-3 Lakh,Secondary,Primary,6,5.0,No,Yes,Yes,No,83,82,0
13,Madhya Pradesh,Urban,1-3 Lakh,Primary,Graduate,3,0.8,No,No,Yes,No,82,68,0
13,Gujarat,Rural,3-5 Lakh,Graduate,Primary,4,0.3,No,Yes,Yes,No,97,29,0
15,Uttar Pradesh,Rural,Below 1 Lakh,Graduate,Primary,1,2.5,Yes,Yes,No,No,63,55,0
16,Bihar,Urban,3-5 Lakh,Illiterate,Secondary,6,0.9,Yes,Yes,No,No,66,35,0
13,Karnataka,Rural,Below 1 Lakh,Secondary,Illiterate,1,10.2,No,Yes,No,Yes,54,63,1
13,Tamil Nadu,Rural,1-3 Lakh,Primary,Illiterate,3,3.6,No,Yes,Yes,No,80,24,0
11,Gujarat,Rural,Below 1 Lakh,Illiterate,Illiterate,3,5.8,Yes,No,No,No,84,41,1
11,Karnataka,Rural,Below 1 Lakh,Secondary,Secondary,1,2.1,No,No,Yes,No,60,61,1
13,Uttar Pradesh,Rural,3-5 Lakh,Secondary,Secondary,5,2.0,No,Yes,No,No,63,79,0
11,Bihar,Rural,Below 1 Lakh,Primary,Primary,6,2.8,Yes,No,No,No,100,64,0
14,Maharashtra,Rural,Below 1 Lakh,Secondary,Secondary,5,4.6,No,No,No,No,65,55,1
16,Karnataka,Rural,1-3 Lakh,Illiterate,Secondary,6,4.3,Yes,Yes,No,No,59,64,0
15,Tamil Nadu,Urban,Below 1 Lakh,Illiterate,Primary,3,1.6,No,No,Yes,No,87,81,0
16,Rajasthan,Rural,1-3 Lakh,Secondary,Primary,6,4.1,Yes,Yes,No,No,56,45,1
12,Madhya Pradesh,Rural,1-3 Lakh,Illiterate,Illiterate,1,2.3,Yes,No,No,No,77,46,1
16,West Bengal,Urban,Above 5 Lakh,Illiterate,Illiterate,1,7.6,Yes,Yes,No,No,85,43,0
12,Bihar,Rural,1-3 Lakh,Graduate,Primary,0,2.0,Yes,No,No,No,44,58,0
17,Rajasthan,Rural,1-3 Lakh,Graduate,Graduate,4,1.1,No,No,Yes,Yes,55,35,1
13,Maharashtra,Urban,1-3 Lakh,Secondary,Illiterate,1,1.5,No,No,Yes,No,50,39,1
11,Rajasthan,Urban,Below 1 Lakh,Graduate,Secondary,2,1.3,Yes,No,No,Yes,72,52,0
13,Bihar,Rural,3-5 Lakh,Primary,Primary,3,0.7,No,No,No,No,86,26,0
12,Uttar Pradesh,Urban,Above 5 Lakh,Primary,Primary,0,0.7,No,No,No,Yes,88,25,1
15,Uttar Pradesh,Rural,Below 1 Lakh,Primary,Primary,0,1.8,No,No,Yes,Yes,75,54,1
14,Rajasthan,Urban,Below 1 Lakh,Secondary,Illiterate,0,0.7,No,Yes,No,Yes,66,100,1
15,Rajasthan,Rural,Below 1 Lakh,Secondary,Secondary,4,4.0,Yes,No,No,Yes,88,67,1
13,Tamil Nadu,Rural,1-3 Lakh,Illiterate,Illiterate,4,3.8,Yes,Yes,No,No,64,66,0
16,Bihar,Urban,1-3 Lakh,Graduate,Secondary,3,3.2,Yes,Yes,No,Yes,99,44,1
11,Bihar,Urban,Above 5 Lakh,Secondary,Secondary,1,1.1,Yes,No,No,No,52,96,0
15,Madhya Pradesh,Rural,1-3 Lakh,Secondary,Primary,4,0.2,No,Yes,No,Yes,57,96,1
11,West Bengal,Rural,1-3 Lakh,Secondary,Secondary,2,14.6,No,No,No,Yes,61,52,1
12,Madhya Pradesh,Rural,3-5 Lakh,Illiterate,Secondary,5,1.1,No,No,No,No,62,44,1
11,Maharashtra,Rural,1-3 Lakh,Secondary,Primary,0,1.5,Yes,No,Yes,Yes,76,91,0
13,Maharashtra,Rural,1-3 Lakh,Illiterate,Secondary,0,0.2,Yes,Yes,No,No,70,36,0
15,Bihar,Urban,Below 1 Lakh,Primary,Illiterate,2,3.2,No,No,No,No,57,73,1
16,Tamil Nadu,Rural,Below 1 Lakh,Secondary,Illiterate,3,6.2,No,No,Yes,No,56,92,1
13,Tamil Nadu,Urban,Below 1 Lakh,Primary,Graduate,2,0.9,Yes,Yes,Yes,No,84,61,0
12,Bihar,Rural,3-5 Lakh,Secondary,Secondary,4,3.3,No,Yes,No,No,54,64,0
15,Maharashtra,Urban,1-3 Lakh,Illiterate,Illiterate,3,0.1,No,Yes,No,No,75,48,0
17,Maharashtra,Rural,3-5 Lakh,Secondary,Primary,0,2.5,Yes,Yes,No,No,83,47,0
13,Tamil Nadu,Rural,1-3 Lakh,Secondary,Illiterate,4,0.4,No,Yes,Yes,Yes,71,76,0
13,Gujarat,Rural,Below 1 Lakh,Primary,Illiterate,0,4.9,No,No,Yes,No,86,32,1
13,Karnataka,Rural,1-3 Lakh,Secondary,Illiterate,2,1.1,Yes,Yes,Yes,No,98,52,0
17,Tamil Nadu,Rural,Below 1 Lakh,Graduate,Primary,3,1.4,Yes,No,Yes,No,89,88,0
15,Bihar,Rural,Above 5 Lakh,Graduate,Primary,5,0.8,No,Yes,No,No,78,60,0
12,Karnataka,Urban,1-3 Lakh,Illiterate,Illiterate,1,0.1,No,No,No,No,82,59,0
13,Odisha,Rural,1-3 Lakh,Illiterate,Secondary,2,9.9,Yes,No,No,No,52,36,1
12,Tamil Nadu,Rural,1-3 Lakh,Illiterate,Illiterate,6,4.9,Yes,Yes,No,No,68,75,0
12,West Bengal,Rural,Below 1 Lakh,Graduate,Primary,6,4.7,No,No,No,No,58,29,1
16,Tamil Nadu,Urban,1-3 Lakh,Secondary,Illiterate,4,5.1,Yes,No,No,No,92,46,0
13,Maharashtra,Rural,Above 5 Lakh,Illiterate,Primary,3,0.1,Yes,No,No,Yes,89,58,1
15,Karnataka,Rural,Below 1 Lakh,Graduate,Illiterate,4,0.7,Yes,No,No,No,49,75,0
13,Madhya Pradesh,Rural,3-5 Lakh,Illiterate,Primary,1,0.0,No,No,No,No,66,28,1
14,Uttar Pradesh,Rural,1-3 Lakh,Primary,Illiterate,3,5.8,Yes,Yes,Yes,No,67,51,1
15,Uttar Pradesh,Urban,Below 1 Lakh,Secondary,Illiterate,3,3.4,Yes,Yes,Yes,Yes,97,73,1
15,Karnataka,Urban,3-5 Lakh,Primary,Illiterate,6,2.2,Yes,Yes,Yes,No,88,38,0
12,Madhya Pradesh,Rural,3-5 Lakh,Secondary,Illiterate,3,0.2,Yes,Yes,No,Yes,50,27,1
11,Uttar Pradesh,Rural,Above 5 Lakh,Illiterate,Primary,0,0.2,No,Yes,Yes,No,47,27,1
12,Odisha,Rural,Above 5 Lakh,Secondary,Primary,2,8.4,Yes,No,No,No,52,53,1
16,Odisha,Rural,1-3 Lakh,Secondary,Illiterate,0,1.9,No,Yes,No,No,74,55,0
16,Maharashtra,Urban,Below 1 Lakh,Illiterate,Primary,5,3.7,No,No,No,Yes,87,51,1
16,Rajasthan,Rural,Below 1 Lakh,Primary,Graduate,6,0.8,No,Yes,No,No,64,73,1
13,West Bengal,Rural,Below 1 Lakh,Graduate,Secondary,3,1.8,No,Yes,No,No,63,63,1
16,Bihar,Urban,Below 1 Lakh,Graduate,Illiterate,6,1.5,No,No,No,No,78,72,0
